Year,SubRecipientCode,City,State,Mode,Basic Information - Subrecipient Reporter Type,Total Operating Expense,Total Active Revenue Vehicles,Annual Vehicle Revenue Miles,Total Unlinked Passenger Trips
2020,5R04-55320,Fairmont,MN,All,Rural Reporter,"$1,135,744",15.0,427955.0,50638.0
2020,5R04-55325,St Peter,MN,All,Rural Reporter,"$794,080",9.0,112037.0,60409.0
2020,5R04-55326,Marshall,MN,All,Rural Reporter,"$3,727,477",40.0,788943.0,175687.0
2020,5R05-50164,Sandusky,OH,All,Rural Reporter,"$2,668,324",34.0,349143.0,172261.0
2020,5R05-50255,Carrollton,OH,All,Rural Reporter,"$741,745",14.0,193868.0,3994.0
2020,5R05-50275,Mount Vernon,OH,All,Rural Reporter,"$1,371,913",27.0,554621.0,102935.0
2020,5R05-50278,Glouster,OH,All,Rural Reporter,"$1,666,577",25.0,590326.0,165682.0
2020,5R05-50284,Urbana,OH,All,Rural Reporter,"$398,370",13.0,180620.0,12726.0
2020,5R05-50292,Bowling Green,OH,All,Rural Reporter,"$573,917",7.0,116902.0,30850.0
2020,5R05-50293,Woodsfield,OH,All,Rural Reporter,"$387,110",15.0,163439.0,10880.0
2020,5R05-50294,Glouster,OH,All,Rural Reporter,,,1026243.0,27639.0
2020,5R05-50298,Oak Harbor,OH,All,Rural Reporter,"$1,424,912",23.0,363832.0,39860.0
2020,5R05-50316,Wilmington,OH,All,Rural Reporter,"$1,928,816",21.0,302684.0,92733.0
2020,5R05-50326,Chardon,OH,All,Rural Reporter,"$1,224,243",16.0,379239.0,26731.0
2020,5R05-50341,Zanesville,OH,All,Rural Reporter,"$4,563,561",27.0,408302.0,81928.0
2020,5R05-50343,New Lexington,OH,All,Rural Reporter,"$1,642,580",32.0,682128.0,44920.0
2020,5R05-50362,Norwalk,OH,All,Rural Reporter,"$351,443",10.0,142203.0,10499.0
2020,5R05-50363,Portsmouth,OH,All,Rural Reporter,"$769,914",11.0,158005.0,38070.0
2020,5R05-50377,Findlay,OH,All,Rural Reporter,"$1,195,810",27.0,425633.0,41092.0
2020,5R05-50382,Ashland,OH,All,Rural Reporter,"$751,946",9.0,174095.0,30247.0
2020,5R05-50388,Marion,OH,All,Rural Reporter,"$814,283",14.0,92563.0,42157.0
2020,5R05-50390,Jefferson,OH,All,Rural Reporter,"$1,161,273",16.0,275707.0,49702.0
2020,5R05-50406,Lancaster,OH,All,Rural Reporter,"$1,462,304",23.0,391101.0,89357.0
2020,5R05-50410,Washington Court House,OH,All,Rural Reporter,"$1,112,934",17.0,404366.0,36508.0
2020,5R05-50415,Greenville,OH,All,Rural Reporter,"$763,222",10.0,117198.0,35045.0
2020,5R05-50421,Mcconnelsville,OH,All,Rural Reporter,"$797,627",21.0,365052.0,21561.0
2020,5R05-50424,Bellefontaine,OH,All,Rural Reporter,"$890,763",28.0,539814.0,42840.0
2020,5R05-50429,Chillicothe,OH,All,Rural Reporter,"$5,249,902",21.0,281674.0,66221.0
2020,5R05-50433,Fremont,OH,All,Rural Reporter,"$1,100,365",22.0,285631.0,27597.0
2020,5R05-50434,Circleville,OH,All,Rural Reporter,"$490,258",15.0,111668.0,20431.0
2020,5R05-50438,Glouster,OH,All,Rural Reporter,"$456,429",11.0,98111.0,14074.0
2020,5R05-50440,Tiffin,OH,All,Rural Reporter,"$1,461,661",28.0,292078.0,44113.0
2020,5R05-50462,Cadiz,OH,All,Rural Reporter,"$420,640",13.0,258381.0,9061.0
2020,5R05-50464,Piketon,OH,All,Rural Reporter,"$515,107",11.0,251143.0,20678.0
2020,5R05-50481,Lisbon,OH,All,Rural Reporter,"$1,849,433",37.0,670738.0,57603.0
2020,5R05-50497,Sidney,OH,All,Rural Reporter,"$775,404",12.0,166950.0,29112.0
2020,5R05-55324,Marietta,OH,All,Rural Reporter,"$459,903",8.0,103036.0,12591.0
2020,5R05-55469,Coshocton,OH,All,Rural Reporter,"$1,215,574",8.0,204701.0,11958.0
2020,5R05-55474,,OH,All,Rural Reporter,"$3,006,902",36.0,488257.0,41130.0
2020,5R05-55480,Napoleon,OH,All,Rural Reporter,"$1,097,407",19.0,440918.0,36574.0
2020,5R05-55491,Mount Gilead,OH,All,Rural Reporter,"$749,424",17.0,121135.0,20142.0
2020,5R06-50218,Rice Lake,WI,All,Rural Reporter,"$56,298",3.0,13649.0,2590.0
2020,5R06-50220,Shawano,WI,All,Rural Reporter,"$306,511",6.0,122012.0,51390.0
2020,5R06-50226,Menomonie,WI,All,Rural Reporter,"$491,093",12.0,74342.0,98821.0
2020,5R06-50229,Richland Center,WI,All,Rural Reporter,"$289,768",3.0,103433.0,37874.0
2020,5R06-50235,Monroe,WI,All,Rural Reporter,"$526,910",10.0,134603.0,69330.0
2020,5R06-50239,Black River Falls,WI,All,Rural Reporter,"$260,042",4.0,116983.0,43150.0
2020,5R06-50257,Marshfield,WI,All,Rural Reporter,"$988,357",12.0,302073.0,105796.0
2020,5R06-50266,Viroqua,WI,All,Rural Reporter,"$468,736",7.0,170820.0,56111.0
2020,5R06-50274,Minneapolis,MN,All,Rural Reporter,,,481213.0,30966.0
2020,5R06-50277,Plover,WI,All,Rural Reporter,"$245,123",3.0,148107.0,37131.0
2020,5R06-50286,Lancaster,WI,All,Rural Reporter,"$56,704",6.0,14599.0,4579.0
2020,5R06-50290,Ripon,WI,All,Rural Reporter,"$322,945",5.0,98347.0,37065.0
2020,5R06-50291,Prairie Du Sac,WI,All,Rural Reporter,"$116,607",3.0,44502.0,11400.0
2020,5R06-50295,Ladysmith,WI,All,Rural Reporter,"$1,517,268",15.0,612674.0,57954.0
2020,5R06-50303,River Falls,WI,All,Rural Reporter,"$286,605",4.0,105727.0,28945.0
2020,5R06-50318,Baraboo,WI,All,Rural Reporter,"$557,689",10.0,190779.0,57489.0
2020,5R06-50319,Watertown,WI,All,Rural Reporter,"$770,793",16.0,321531.0,89954.0
2020,5R06-50336,Waupaca,WI,All,Rural Reporter,"$505,379",8.0,152038.0,47181.0
2020,5R06-50350,Waupun,WI,All,Rural Reporter,"$129,649",2.0,26007.0,10698.0
2020,5R06-50359,Stevens Point,WI,All,Rural Reporter,"$2,002,399",16.0,264580.0,187208.0
2020,5R06-50360,New Richmond,WI,All,Rural Reporter,"$207,738",3.0,62037.0,15920.0
2020,5R06-50366,Sturgeon Bay,WI,All,Rural Reporter,"$972,569",20.0,315301.0,52074.0
2020,5R06-50375,Whitewater,WI,All,Rural Reporter,"$246,843",4.0,64136.0,21180.0
2020,5R06-50376,Green Bay,WI,All,Rural Reporter,,,307440.0,10358.0
2020,5R06-50391,Edgerton,WI,All,Rural Reporter,"$66,850",1.0,17047.0,4546.0
2020,5R06-50396,Jefferson,WI,All,Rural Reporter,"$206,365",4.0,53229.0,13574.0
2020,5R06-50400,Fond Du Lac,WI,All,Rural Reporter,"$487,867",9.0,135848.0,52266.0
2020,5R06-50401,Ashland,WI,All,Rural Reporter,"$1,774,640",23.0,717028.0,124022.0
2020,5R06-50405,Wisconsin Rapids,WI,All,Rural Reporter,"$949,916",11.0,426932.0,114524.0
2020,5R06-50409,Clintonville,WI,All,Rural Reporter,"$104,359",4.0,21342.0,11299.0
2020,5R06-50418,Tomah,WI,All,Rural Reporter,"$578,709",6.0,296910.0,79401.0
2020,5R06-50431,Platteville,WI,All,Rural Reporter,"$618,199",10.0,185696.0,90052.0
2020,5R06-50432,Kenosha,WI,All,Rural Reporter,"$511,329",7.0,195754.0,14105.0
2020,5R06-50435,Lake Mills,WI,All,Rural Reporter,"$106,395",2.0,24452.0,8281.0
2020,5R06-50442,La Crosse,WI,All,Rural Reporter,"$467,972",8.0,230344.0,14281.0
2020,5R06-50445,Owosso,MI,All,Rural Reporter,,,178466.0,13441.0
2020,5R06-50461,Manitowoc,WI,All,Rural Reporter,"$1,922,485",20.0,345503.0,255586.0
2020,5R06-50466,Beaver Dam,WI,All,Rural Reporter,"$1,010,646",15.0,406584.0,123401.0
2020,5R06-50470,Portage,WI,All,Rural Reporter,"$1,164,522",13.0,407042.0,104403.0
2020,5R06-50478,Marinette,WI,All,Rural Reporter,"$394,136",5.0,123589.0,29789.0
2020,5R06-50482,Prairie Du Chien,WI,All,Rural Reporter,"$343,745",6.0,126984.0,42526.0
2020,5R06-50490,Reedsburg,WI,All,Rural Reporter,"$348,087",5.0,128673.0,36886.0
2020,5R06-50491,Medford,WI,All,Rural Reporter,"$144,298",3.0,25418.0,13112.0
2020,5R06-50500,Rhinelander,WI,All,Rural Reporter,"$657,629",6.0,302005.0,76147.0
2020,5R06-50505,Merrill,WI,All,Rural Reporter,"$445,816",5.0,39135.0,43209.0
2020,5R06-50506,Berlin,WI,All,Rural Reporter,"$228,304",6.0,56984.0,18698.0
2020,5R06-50507,Hayward,WI,All,Rural Reporter,"$1,809,452",25.0,710999.0,76117.0
2020,5R06-50513,Mauston,WI,All,Rural Reporter,"$210,938",2.0,66714.0,20860.0
2020,5R06-55317,Waukesha,WI,All,Rural Reporter,,,66612.0,763.0
2020,5R06-55318,Elkhorn,WI,All,Rural Reporter,"$999,350",11.0,376541.0,39515.0
2020,5R06-55319,Rhinelander,WI,All,Rural Reporter,"$717,515",13.0,227448.0,36879.0
2020,5R06-55327,Neillsville,WI,All,Rural Reporter,"$295,835",4.0,115159.0,14889.0
2020,6R01-50274,Minneapolis,MN,All,Rural Reporter,,,541843.0,46184.0
2020,6R01-60136,Helena,AR,All,Rural Reporter,"$1,823,194",52.0,1380963.0,140097.0
2020,6R01-60140,Pine Bluff,AR,All,Rural Reporter,"$7,308,667",123.0,4104130.0,285877.0
2020,6R01-60161,Eureka Springs,AR,All,Rural Reporter,"$957,430",16.0,156853.0,92938.0
2020,6R01-60189,Harrison,AR,All,Rural Reporter,"$1,741,185",64.0,613454.0,150122.0
2020,6R01-60204,Jonesboro,AR,All,Rural Reporter,"$252,253",9.0,171157.0,8077.0
2020,6R01-60208,Dallas,TX,All,Rural Reporter,,,17421.0,2698.0
2020,6R01-60246,Benton,AR,All,Rural Reporter,"$10,174,772",240.0,4627223.0,539380.0
2020,6R01-60250,Pocahontas,AR,All,Rural Reporter,"$457,988",8.0,43942.0,15204.0
2020,6R01-60257,Fort Smith,AR,All,Rural Reporter,"$326,141",13.0,82149.0,5243.0
2020,6R02-60135,New Roads,LA,All,Rural Reporter,"$619,891",14.0,321212.0,22031.0
2020,6R02-60154,Coushatta,LA,All,Rural Reporter,"$200,928",5.0,70529.0,9377.0
2020,6R02-60163,Jennings,LA,All,Rural Reporter,"$338,586",9.0,151557.0,6762.0
2020,6R02-60164,Deridder,LA,All,Rural Reporter,"$285,739",5.0,88945.0,5438.0
2020,6R02-60168,Bogalusa,LA,All,Rural Reporter,"$473,467",9.0,93188.0,10382.0
2020,6R02-60169,Ville Platte,LA,All,Rural Reporter,"$313,118",9.0,151816.0,11312.0
2020,6R02-60180,Clinton,LA,All,Rural Reporter,"$298,835",7.0,100254.0,7231.0
2020,6R02-60194,Minden,LA,All,Rural Reporter,"$615,608",6.0,170677.0,17060.0
2020,6R02-60195,Saint Martinville,LA,All,Rural Reporter,"$157,082",4.0,80452.0,8457.0
2020,6R02-60198,Lake Charles,LA,All,Rural Reporter,"$536,891",8.0,178076.0,13050.0
2020,6R02-60199,Franklin,LA,All,Rural Reporter,"$250,952",7.0,66249.0,3972.0
2020,6R02-60200,Denham Springs,LA,All,Rural Reporter,"$417,955",18.0,152437.0,24592.0
2020,6R02-60207,Napoleonville,LA,All,Rural Reporter,"$307,517",11.0,139110.0,14904.0
2020,6R02-60208,Dallas,TX,All,Rural Reporter,,,501601.0,22295.0
2020,6R02-60209,Columbia,LA,All,Rural Reporter,"$138,495",4.0,51576.0,7145.0
2020,6R02-60211,Abbeville,LA,All,Rural Reporter,"$180,216",8.0,58632.0,5338.0
2020,6R02-60217,West Monroe,LA,All,Rural Reporter,"$460,032",12.0,97597.0,24577.0
2020,6R02-60222,Convent,LA,All,Rural Reporter,"$914,655",13.0,247537.0,36684.0
2020,6R02-60229,Ruston,LA,All,Rural Reporter,"$266,940",4.0,90149.0,10353.0
2020,6R02-60231,Opelousas,LA,All,Rural Reporter,"$150,495",5.0,56001.0,4436.0
2020,6R02-60232,Houma,LA,All,Rural Reporter,"$567,066",21.0,398211.0,45015.0
2020,6R02-60234,Homer,LA,All,Rural Reporter,"$226,787",6.0,78482.0,4024.0
2020,6R02-60235,Lake Charles,LA,All,Rural Reporter,"$298,636",8.0,107438.0,7266.0
2020,6R02-60247,Marksville,LA,All,Rural Reporter,"$230,662",7.0,97132.0,6066.0
2020,6R02-60249,Oberlin,LA,All,Rural Reporter,"$356,205",12.0,227765.0,9013.0
2020,6R02-60251,Arcadia,LA,All,Rural Reporter,"$374,898",8.0,209802.0,10370.0
2020,6R02-60261,Mansfield,LA,All,Rural Reporter,"$272,971",6.0,106652.0,9188.0
2020,6R02-60263,Leesville,LA,All,Rural Reporter,"$330,087",8.0,142555.0,11058.0
2020,6R02-66267,Plaquemine,LA,All,Rural Reporter,"$539,003",7.0,155378.0,7780.0
2020,6R02-66268,Tallulah,LA,All,Rural Reporter,"$172,782",5.0,44838.0,4996.0
2020,6R02-66273,Greensburg,LA,All,Rural Reporter,"$186,789",7.0,106232.0,6821.0
2020,6R02-66282,Alexandria,LA,All,Rural Reporter,"$111,705",5.0,59615.0,4578.0
2020,6R02-66337,Saint Francisville,LA,All,Rural Reporter,"$138,032",2.0,123660.0,9829.0
2020,6R03-60148,Milan,NM,All,Rural Reporter,"$225,676",5.0,63811.0,13280.0
2020,6R03-60151,Silver City,NM,All,Rural Reporter,"$934,957",13.0,180489.0,48927.0
2020,6R03-60157,Socorro,NM,All,Rural Reporter,"$195,042",9.0,38745.0,6085.0
2020,6R03-60167,Roswell,NM,All,Rural Reporter,"$1,320,212",13.0,293294.0,88152.0
2020,6R03-60184,Carlsbad,NM,All,Rural Reporter,"$801,232",17.0,167482.0,28150.0
2020,6R03-60190,Hobbs,NM,All,Rural Reporter,"$833,502",11.0,122513.0,36252.0
2020,6R03-60215,Los Alamos,NM,All,Rural Reporter,"$3,541,741",31.0,310317.0,153364.0
2020,6R03-60224,Gallup,NM,All,Rural Reporter,"$413,611",8.0,141075.0,60516.0
2020,6R03-60225,Clovis,NM,All,Rural Reporter,"$812,717",13.0,142471.0,48352.0
2020,6R03-60236,Las Vegas,NM,All,Rural Reporter,"$270,794",7.0,41529.0,10696.0
2020,6R03-60237,Red River,NM,All,Rural Reporter,"$141,421",4.0,25393.0,38792.0
2020,6R03-60241,Mesa,TX,All,Rural Reporter,,,1028241.0,129853.0
2020,6R03-60244,Clayton,NM,All,Rural Reporter,"$351,926",9.0,105164.0,9495.0
2020,6R03-60253,Portales,NM,All,Rural Reporter,"$159,249",4.0,27847.0,7931.0
2020,6R04-60146,Pawnee,OK,All,Rural Reporter,"$1,841,348",74.0,909280.0,136944.0
2020,6R04-60150,Ada,OK,All,Rural Reporter,"$222,524",10.0,78553.0,20744.0
2020,6R04-60160,Stillwater,OK,All,Rural Reporter,"$2,274,808",36.0,465718.0,315776.0
2020,6R04-60165,Frederick,OK,All,Rural Reporter,"$2,442,433",118.0,1217405.0,208497.0
2020,6R04-60172,Stigler,OK,All,Rural Reporter,"$8,856,722",246.0,3767645.0,663328.0
2020,6R04-60181,Guymon,OK,All,Rural Reporter,"$284,213",8.0,50223.0,24281.0
2020,6R04-60183,Lindsay,OK,All,Rural Reporter,"$336,133",9.0,106176.0,30974.0
2020,6R04-60191,Hugo,OK,All,Rural Reporter,"$1,199,820",57.0,351508.0,75601.0
2020,6R04-60193,Beaver,OK,All,Rural Reporter,"$33,400",2.0,5577.0,7799.0
2020,6R04-60203,Muskogee,OK,All,Rural Reporter,"$975,956",38.0,378440.0,80941.0
2020,6R04-60205,Tishomingo,OK,All,Rural Reporter,"$1,848,820",55.0,655402.0,146251.0
2020,6R04-60214,Guthrie,OK,All,Rural Reporter,"$2,351,801",80.0,1287505.0,169356.0
2020,6R04-60220,Chickasha,OK,All,Rural Reporter,"$235,042",10.0,51789.0,12673.0
2020,6R04-60226,Enid,OK,All,Rural Reporter,"$1,151,023",60.0,505121.0,52786.0
2020,6R04-60227,Enid,OK,All,Rural Reporter,"$665,059",22.0,169297.0,34274.0
2020,6R04-60233,Altus,OK,All,Rural Reporter,"$790,405",27.0,279303.0,76418.0
2020,6R04-60258,Durant,OK,All,Rural Reporter,"$1,229,411",56.0,235032.0,84662.0
2020,6R04-60259,Shawnee,OK,All,Rural Reporter,"$581,179",11.0,133598.0,16911.0
2020,6R04-60266,Big Cabin,OK,All,Rural Reporter,"$2,231,241",69.0,599700.0,149468.0
2020,6R04-66274,Fairview,OK,All,Rural Reporter,"$1,330,373",35.0,745699.0,42660.0
2020,6R05-60142,Waco,TX,All,Rural Reporter,"$1,485,026",31.0,450851.0,27944.0
2020,6R05-60143,Crowell,TX,All,Rural Reporter,"$2,107,081",73.0,784298.0,167364.0
2020,6R05-60145,Texarkana,TX,All,Rural Reporter,"$3,260,736",52.0,894517.0,160912.0
2020,6R05-60147,Kingsville,TX,All,Rural Reporter,"$696,116",29.0,123969.0,41973.0
2020,6R05-60152,Del Rio,TX,All,Rural Reporter,"$1,210,231",42.0,236084.0,39261.0
2020,6R05-60155,Beaumont,TX,All,Rural Reporter,"$1,435,205",27.0,417941.0,36582.0
2020,6R05-60159,Levelland,TX,All,Rural Reporter,"$3,034,573",52.0,1079826.0,131823.0
2020,6R05-60173,South Padre Island,TX,All,Rural Reporter,"$1,541,035",12.0,341542.0,320836.0
2020,6R05-60175,Alice,TX,All,Rural Reporter,"$2,566,358",49.0,859337.0,144102.0
2020,6R05-60176,Greenville,TX,All,Rural Reporter,"$1,400,820",20.0,450914.0,55073.0
2020,6R05-60179,El Paso,TX,All,Rural Reporter,"$4,086,249",119.0,4197938.0,382063.0
2020,6R05-60185,Laredo,TX,All,Rural Reporter,"$836,714",20.0,227033.0,50928.0
2020,6R05-60186,Kilgore,TX,All,Rural Reporter,"$4,537,023",46.0,980565.0,105802.0
2020,6R05-60192,Amarillo,TX,All,Rural Reporter,"$3,675,275",88.0,893955.0,307690.0
2020,6R05-60202,Aspermont,TX,All,Rural Reporter,"$1,055,926",19.0,318481.0,15921.0
2020,6R05-60208,Dallas,TX,All,Rural Reporter,,,688046.0,49017.0
2020,6R05-60238,Columbus,TX,All,Rural Reporter,"$1,540,326",42.0,380842.0,78469.0
2020,6R05-60241,Mesa,TX,All,Rural Reporter,,,356855.0,5686.0
2020,6R05-60243,Lamesa,TX,All,Rural Reporter,"$4,772,594",117.0,1467380.0,83902.0
2020,6R05-60256,Uvalde,TX,All,Rural Reporter,"$2,350,034",45.0,378057.0,76782.0
2020,6R05-60262,Coleman,TX,All,Rural Reporter,"$3,624,579",59.0,1089657.0,119040.0
2020,6R05-60264,Glen Rose,TX,All,Rural Reporter,"$921,089",33.0,225759.0,19280.0
2020,6R05-66271,Cedar Creek,TX,All,Rural Reporter,"$6,502,583",136.0,902814.0,131630.0
2020,6R05-66276,Waco,TX,All,Rural Reporter,"$1,647,224",37.0,564810.0,38381.0
2020,6R05-66277,Port Lavaca,TX,All,Rural Reporter,"$136,168",6.0,59016.0,6938.0
2020,6R05-66278,Palacios,TX,All,Rural Reporter,"$466,922",15.0,214384.0,22113.0
2020,6R05-66279,Gonzales,TX,All,Rural Reporter,"$154,232",4.0,17922.0,12794.0
2020,6R05-66280,Hallettsville,TX,All,Rural Reporter,"$204,318",11.0,85192.0,9702.0
2020,6R05-66281,Goliad,TX,All,Rural Reporter,"$227,295",5.0,65141.0,7388.0
2020,7R01-50274,Minneapolis,MN,All,Rural Reporter,,,571982.0,30833.0
2020,7R01-70064,Waterloo,IA,All,Rural Reporter,"$1,501,811",36.0,313569.0,124285.0
2020,7R01-70092,Marshalltown,IA,All,Rural Reporter,"$705,076",7.0,122851.0,76011.0
2020,7R01-70101,Muscatine,IA,All,Rural Reporter,"$941,094",12.0,234063.0,115727.0
2020,7R01-70108,Fort Dodge,IA,All,Rural Reporter,"$1,021,252",24.0,244828.0,88858.0
2020,7R01-70111,Burlington,IA,All,Rural Reporter,"$987,648",14.0,191738.0,145530.0
2020,7R01-70116,West Burlington,IA,All,Rural Reporter,,,980957.0,107288.0
2020,7R01-70118,Ottumwa,IA,All,Rural Reporter,"$1,296,539",17.0,240697.0,112308.0
2020,7R01-70129,Sioux City,IA,All,Rural Reporter,"$3,049,721",57.0,626119.0,216070.0
2020,7R01-70136,Dubuque,IA,All,Rural Reporter,"$1,455,965",33.0,300392.0,132112.0
2020,7R01-70138,Cedar Rapids,IA,All,Rural Reporter,"$9,623,395",99.0,1819615.0,448252.0
2020,7R01-70173,Clinton,IA,All,Rural Reporter,"$1,815,255",28.0,363254.0,225115.0
2020,7R01-70185,Mason City,IA,All,Rural Reporter,"$3,438,126",85.0,875580.0,425954.0
2020,7R01-70195,Decorah,IA,All,Rural Reporter,"$2,682,657",60.0,815767.0,138157.0
2020,7R01-70217,Burlington,IA,All,Rural Reporter,"$1,341,898",29.0,370408.0,196319.0
2020,7R01-70219,Marshalltown,IA,All,Rural Reporter,"$1,076,329",29.0,209760.0,61936.0
2020,7R01-70221,Creston,IA,All,Rural Reporter,"$1,638,540",37.0,355381.0,124467.0
2020,7R01-70224,Carroll,IA,All,Rural Reporter,"$2,400,963",59.0,820624.0,222164.0
2020,7R01-70240,Spencer,IA,All,Rural Reporter,"$3,255,528",67.0,768596.0,220666.0
2020,7R01-70242,Ottumwa,IA,All,Rural Reporter,"$3,102,458",72.0,1640474.0,270137.0
2020,7R01-70256,Fort Dodge,IA,All,Rural Reporter,"$943,541",42.0,218332.0,150080.0
2020,7R01-70258,Atlantic,IA,All,Rural Reporter,"$4,206,231",113.0,1340499.0,573974.0
2020,7R01-70260,Mason City,IA,All,Rural Reporter,"$518,575",15.0,221605.0,149788.0
2020,7R02-60208,Dallas,TX,All,Rural Reporter,,,163172.0,722.0
2020,7R02-70054,Wichita,KS,All,Rural Reporter,"$210,761",21.0,67753.0,3682.0
2020,7R02-70060,Hays,KS,All,Rural Reporter,"$721,591",11.0,121266.0,46821.0
2020,7R02-70062,Colby,KS,All,Rural Reporter,"$81,371",2.0,35291.0,9236.0
2020,7R02-70068,Concordia,KS,All,Rural Reporter,"$103,767",3.0,36928.0,15274.0
2020,7R02-70070,Garden City,KS,All,Rural Reporter,"$1,149,878",13.0,197385.0,59212.0
2020,7R02-70072,Council Grove,KS,All,Rural Reporter,"$111,614",4.0,81037.0,6015.0
2020,7R02-70078,Girard,KS,All,Rural Reporter,"$619,863",24.0,140160.0,41037.0
2020,7R02-70084,Norton,KS,All,Rural Reporter,"$68,971",2.0,11617.0,3354.0
2020,7R02-70086,La Crosse,KS,All,Rural Reporter,"$45,674",2.0,17978.0,2097.0
2020,7R02-70087,Lincoln,KS,All,Rural Reporter,"$73,443",2.0,10758.0,1119.0
2020,7R02-70088,Plainville,KS,All,Rural Reporter,"$117,147",4.0,61958.0,3772.0
2020,7R02-70089,Bonner Springs,KS,All,Rural Reporter,"$72,183",4.0,13850.0,5454.0
2020,7R02-70094,Wa Keeney,KS,All,Rural Reporter,"$23,980",1.0,3271.0,5161.0
2020,7R02-70096,Mound City,KS,All,Rural Reporter,"$81,422",2.0,29919.0,1092.0
2020,7R02-70102,Oberlin,KS,All,Rural Reporter,"$44,583",3.0,12040.0,7573.0
2020,7R02-70103,Oskaloosa,KS,All,Rural Reporter,"$165,050",8.0,80848.0,4758.0
2020,7R02-70105,Smith Center,KS,All,Rural Reporter,"$56,606",3.0,21466.0,5742.0
2020,7R02-70109,Lyndon,KS,All,Rural Reporter,"$215,481",7.0,129704.0,17489.0
2020,7R02-70115,Hoisington,KS,All,Rural Reporter,"$31,370",1.0,7032.0,5394.0
2020,7R02-70120,Herington,KS,All,Rural Reporter,"$22,578",1.0,6718.0,4137.0
2020,7R02-70122,Westmoreland,KS,All,Rural Reporter,"$167,671",2.0,28831.0,6974.0
2020,7R02-70123,Great Bend,KS,All,Rural Reporter,"$157,880",4.0,79441.0,17297.0
2020,7R02-70132,Troy,KS,All,Rural Reporter,"$105,154",5.0,69643.0,2083.0
2020,7R02-70135,Chanute,KS,All,Rural Reporter,"$74,790",9.0,28820.0,14676.0
2020,7R02-70137,Great Bend,KS,All,Rural Reporter,"$499,340",12.0,242472.0,45635.0
2020,7R02-70139,Dodge City,KS,All,Rural Reporter,"$584,569",10.0,158931.0,32763.0
2020,7R02-70141,Pratt,KS,All,Rural Reporter,"$82,101",4.0,43534.0,23847.0
2020,7R02-70144,Cottonwood Falls,KS,All,Rural Reporter,"$57,167",2.0,6396.0,3597.0
2020,7R02-70145,Salina,KS,All,Rural Reporter,"$3,395,852",48.0,1125033.0,290218.0
2020,7R02-70146,Minneapolis,KS,All,Rural Reporter,"$101,127",4.0,44822.0,5178.0
2020,7R02-70158,Howard,KS,All,Rural Reporter,"$89,080",2.0,39311.0,1512.0
2020,7R02-70163,Paola,KS,All,Rural Reporter,"$57,124",2.0,23621.0,4004.0
2020,7R02-70167,Ellsworth,KS,All,Rural Reporter,"$27,667",1.0,11292.0,3157.0
2020,7R02-70171,Wilson,KS,All,Rural Reporter,"$9,436",2.0,4610.0,418.0
2020,7R02-70178,Paola,KS,All,Rural Reporter,"$77,792",10.0,27194.0,1572.0
2020,7R02-70179,Mcpherson,KS,All,Rural Reporter,"$148,900",4.0,25610.0,7460.0
2020,7R02-70180,Hutchinson,KS,All,Rural Reporter,"$1,254,876",19.0,347317.0,95043.0
2020,7R02-70184,Louisburg,KS,All,Rural Reporter,"$64,717",3.0,29330.0,2735.0
2020,7R02-70186,Eureka,KS,All,Rural Reporter,"$121,563",5.0,58444.0,35498.0
2020,7R02-70187,Arkansas City,KS,All,Rural Reporter,"$98,882",7.0,32246.0,20171.0
2020,7R02-70191,Phillipsburg,KS,All,Rural Reporter,"$70,455",2.0,14950.0,5053.0
2020,7R02-70196,Belleville,KS,All,Rural Reporter,"$61,868",2.0,13040.0,29060.0
2020,7R02-70197,Dighton,KS,All,Rural Reporter,"$16,981",1.0,10048.0,1380.0
2020,7R02-70199,Oakley,KS,All,Rural Reporter,"$38,223",1.0,4744.0,4534.0
2020,7R02-70201,Lawrence,KS,All,Rural Reporter,"$383,640",3.0,42780.0,3845.0
2020,7R02-70204,Garnett,KS,All,Rural Reporter,"$63,927",3.0,14387.0,8776.0
2020,7R02-70206,Kingman,KS,All,Rural Reporter,"$95,962",1.0,25378.0,1020.0
2020,7R02-70208,Marysville,KS,All,Rural Reporter,"$193,341",4.0,43282.0,7004.0
2020,7R02-70209,Independence,KS,All,Rural Reporter,"$1,109,201",25.0,656953.0,71946.0
2020,7R02-70210,Lyons,KS,All,Rural Reporter,"$250,544",4.0,82419.0,9154.0
2020,7R02-70213,Seneca,KS,All,Rural Reporter,"$311,822",8.0,98460.0,20258.0
2020,7R02-70215,Goodland,KS,All,Rural Reporter,"$21,846",1.0,11860.0,4008.0
2020,7R02-70218,Alma,KS,All,Rural Reporter,"$74,409",3.0,41747.0,2410.0
2020,7R02-70222,Burlington,KS,All,Rural Reporter,"$514,256",8.0,250424.0,19020.0
2020,7R02-70225,Ottawa,KS,All,Rural Reporter,"$154,163",4.0,46649.0,10196.0
2020,7R02-70226,Columbus,KS,All,Rural Reporter,"$169,429",21.0,71751.0,23165.0
2020,7R02-70227,Liberal,KS,All,Rural Reporter,"$414,654",9.0,131211.0,29841.0
2020,7R02-70228,Anthony,KS,All,Rural Reporter,"$113,745",4.0,56841.0,7293.0
2020,7R02-70235,Winfield,KS,All,Rural Reporter,"$229,647",5.0,40088.0,7996.0
2020,7R02-70238,Newton,KS,All,Rural Reporter,"$173,276",6.0,62371.0,4947.0
